GSMID,tissue1,tissue2,tissue3,Tissue,disease1,disease2,disease3,Disease,Genotype
GSM550110,Brain,Cortex,Cortex,Cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1099479,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2491489,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2491490,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2491491,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2491492,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2491493,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2491494,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505749,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505751,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505753,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505754,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505755,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505756,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505757,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505758,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505759,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505763,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505766,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505767,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505769,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505770,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505771,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505772,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505774,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505775,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505776,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM505777,Brain,Cortex,Frontal cortex,Frontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM201799,Brain,Cortex,Neocortex,Neocortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM201813,Brain,Cortex,Neocortex,Neocortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM334284,Brain,Cortex,Neocortex,Neocortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM414529,Brain,Cortex,Piriform cortex,Piriform cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM414530,Brain,Cortex,Piriform cortex,Piriform cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM3031770,Brain,Cortex,Piriform cortex,Piriform cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM3031771,Brain,Cortex,Piriform cortex,Piriform cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706290,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706291,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706292,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706295,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706296,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706297,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706298,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706299,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706300,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706301,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706302,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706303,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706304,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706305,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706306,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706307,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706311,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706314,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706315,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706318,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706319,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706322,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706323,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706324,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706325,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706328,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706330,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706332,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706334,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706337,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706338,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706339,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706342,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706343,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706344,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706346,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706347,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706348,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706350,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706351,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706352,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM706353,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1863574,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1863594,Brain,Cortex,Prefrontal cortex,Prefrontal cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1162157,Brain,Cortex,Sensory cortex,Sensory cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1162158,Brain,Cortex,Sensory cortex,Sensory cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1162159,Brain,Cortex,Sensory cortex,Sensory cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1162162,Brain,Cortex,Sensory cortex,Sensory cortex,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM913332,Brain,Dura mater,,Dura mater,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM913333,Brain,Dura mater,,Dura mater,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM913334,Brain,Dura mater,,Dura mater,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM913335,Brain,Dura mater,,Dura mater,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM913336,Brain,Dura mater,,Dura mater,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM913337,Brain,Dura mater,,Dura mater,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM777800,Brain,Fore brain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM35884,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM35885,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM35887,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM35888,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM35889,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM35890,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM35891,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM35892,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM35893,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM35894,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM35895,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM35896,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM35897,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM777777,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,TgCRND8 transgenic
GSM777778,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM777780,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM777782,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM777783,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,TgCRND8 transgenic
GSM777784,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM777785,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,TgCRND8 transgenic
GSM777786,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM777787,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,TgCRND8 transgenic
GSM777788,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM777790,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM777791,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,TgCRND8 transgenic
GSM777792,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM777793,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,TgCRND8 transgenic
GSM777794,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM777795,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,TgCRND8 transgenic
GSM777796,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM777797,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,TgCRND8 transgenic
GSM777799,Brain,Forebrain,,Forebrain,Disease unknown,Disease unknown,,Disease unknown,TgCRND8 transgenic
GSM414557,Brain,Geniculate body lateral,,Geniculate body lateral,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM414558,Brain,Geniculate body lateral,,Geniculate body lateral,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM3031798,Brain,Geniculate body lateral,,Geniculate body lateral,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM3031799,Brain,Geniculate body lateral,,Geniculate body lateral,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM414545,Brain,Globus pallidus,,Globus pallidus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM414546,Brain,Globus pallidus,,Globus pallidus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM3031786,Brain,Globus pallidus,,Globus pallidus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM3031787,Brain,Globus pallidus,,Globus pallidus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM414561,Brain,Habenular nucleus,,Habenular nucleus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM414562,Brain,Habenular nucleus,,Habenular nucleus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM3031802,Brain,Habenular nucleus,,Habenular nucleus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM3031803,Brain,Habenular nucleus,,Habenular nucleus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM92453,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1608152,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1608153,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1608154,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1608155,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1608165,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM1608167,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM528592,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,tetO-VP16-CREB
GSM528593,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,tetO-VP16-CREB
GSM528594,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,tetO-VP16-CREB
GSM528597,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,tetO-VP16-CREB
GSM2931851,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2931853,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2931854,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2931855,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2931899,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2931900,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2931912,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2931914,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM2931917,Brain,Hippocampus,Hippocampus,Hippocampus,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
